Date,Open,High,Low,Close,Adj Close,Volume
2021-07-19,179.15249633789062,190.4199981689453,178.65499877929688,187.79750061035156,187.49929809570312,74906000
2021-07-20,187.3000030517578,188.3800048828125,181.63999938964844,186.1199951171875,185.82444763183594,43468700
2021-07-21,188.82000732421875,195.27000427246094,187.4199981689453,194.10000610351562,193.7917938232422,37101700
2021-07-22,196.4199981689453,198.8699951171875,192.75999450683594,195.94000244140625,195.62889099121094,32382600
2021-07-23,196.55999755859375,197.0,192.5,195.5800018310547,195.2694549560547,19567200
2021-07-26,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625,192.6336212158203,20394300
2021-07-27,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547,191.77500915527344,24886300
2021-07-28,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688,194.72032165527344,20219100
2021-07-29,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875,196.30780029296875,19078100
2021-07-30,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406,194.68038940429688,18349700
2021-08-02,197.0,199.61000061035156,193.61000061035156,197.5,197.1864013671875,21744400
2021-08-03,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438,197.83535766601562,30181100
2021-08-04,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406,202.4180908203125,23130900
2021-08-05,205.0,207.3300018310547,203.4199981689453,206.3699951171875,206.0423126220703,21143500
2021-08-06,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938,203.3366241455078,17849700
2021-08-09,204.4600067138672,205.0800018310547,201.42999267578125,202.9499969482422,202.62774658203125,14644300
2021-08-10,203.22000122070312,204.3000030517578,198.35000610351562,199.36000061035156,199.04344177246094,17923800
2021-08-11,200.42999267578125,200.49000549316406,194.3000030517578,196.99000549316406,196.67721557617188,18592500
2021-08-12,198.6999969482422,200.2899932861328,196.1999969482422,199.0500030517578,198.73394775390625,15165200
2021-08-13,199.0500030517578,202.13999938964844,198.50999450683594,201.8800048828125,201.55943298339844,18306300
2021-08-16,201.35000610351562,202.8699951171875,194.52999877929688,199.5,199.18321228027344,21087600
2021-08-17,196.85000610351562,197.6999969482422,192.6699981689453,194.5800018310547,194.27105712890625,20458500
2021-08-18,195.0,196.33999633789062,190.0,190.39999389648438,190.09765625,28591300
2021-08-19,194.94000244140625,204.9499969482422,187.6199951171875,197.97999572753906,197.66563415527344,76655500
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,207.82948303222656,67574100
2021-08-23,209.7100067138672,219.97000122070312,209.5,219.5800018310547,219.2313690185547,57580700
2021-08-24,217.52999877929688,219.58999633789062,215.35000610351562,217.92999267578125,217.58395385742188,29729900
2021-08-25,217.3699951171875,224.6999969482422,217.22000122070312,222.1300048828125,221.77728271484375,34770100
2021-08-26,222.0,223.39999389648438,217.89999389648438,220.67999267578125,220.32957458496094,23794000
2021-08-27,221.83999633789062,227.22000122070312,221.6699981689453,226.36000061035156,226.00057983398438,30472200
2021-08-30,228.3000030517578,230.42999267578125,225.50999450683594,226.8800048828125,226.519775390625,26258000
2021-08-31,226.9499969482422,226.9499969482422,221.1999969482422,223.85000610351562,223.53396606445312,25985000
2021-09-01,224.85000610351562,226.97000122070312,223.57000732421875,224.41000366210938,224.0931854248047,20176700
2021-09-02,225.17999267578125,225.92999267578125,222.9499969482422,223.9600067138672,223.64385986328125,18783400
2021-09-03,223.25,229.86000061035156,222.0,228.42999267578125,228.10751342773438,28053200
2021-09-07,228.3300018310547,228.99000549316406,225.22000122070312,226.6199951171875,226.30006408691406,19810700
2021-09-08,225.1300048828125,226.10000610351562,219.77000427246094,223.38999938964844,223.07461547851562,25443400
2021-09-09,223.1199951171875,225.3800048828125,221.30999755859375,221.77000427246094,221.4569091796875,19685600
2021-09-10,223.47999572753906,226.25999450683594,222.6999969482422,224.77999877929688,224.46267700195312,24837600
2021-09-13,226.83999633789062,229.63999938964844,218.5800018310547,221.52000427246094,221.20724487304688,29750000
2021-09-14,222.75,224.10000610351562,220.86000061035156,222.4199981689453,222.10598754882812,19975500
2021-09-15,223.08999633789062,223.6699981689453,219.66000366210938,223.41000366210938,223.09458923339844,16653800
2021-09-16,221.8300018310547,222.77000427246094,219.27000427246094,222.4199981689453,222.10598754882812,15603300
2021-09-17,223.0,223.2100067138672,218.3000030517578,219.0,218.69081115722656,29450300
2021-09-20,211.4600067138672,214.3300018310547,206.6199951171875,211.1300048828125,210.83193969726562,34944000
2021-09-21,214.1699981689453,214.25,209.5,212.4600067138672,212.16006469726562,20468800
2021-09-22,213.66000366210938,219.60000610351562,211.9600067138672,219.41000366210938,219.10023498535156,26872600
2021-09-23,221.39999389648438,225.35000610351562,218.89999389648438,224.82000732421875,224.50262451171875,24855500
2021-09-24,220.6999969482422,221.49000549316406,218.61000061035156,220.80999755859375,220.49826049804688,21765500
2021-09-27,217.10000610351562,217.99000549316406,213.25,216.60000610351562,216.29421997070312,24521500
2021-09-28,212.13999938964844,214.19000244140625,206.50999450683594,206.99000549316406,206.69778442382812,34306900
2021-09-29,209.39999389648438,210.1699981689453,204.6699981689453,205.1699981689453,204.88031005859375,21839400
2021-09-30,207.67999267578125,210.66000366210938,206.8800048828125,207.16000366210938,206.86752319335938,22100900
2021-10-01,207.5,208.58999633789062,202.02999877929688,207.4199981689453,207.1271514892578,24097800
2021-10-04,205.0399932861328,205.4199981689453,195.5500030517578,197.32000732421875,197.0414276123047,34563500
2021-10-05,199.5,206.47999572753906,198.5399932861328,204.50999450683594,204.22128295898438,27928200
2021-10-06,201.1999969482422,207.1999969482422,200.8000030517578,207.0,206.70777893066406,29720200
2021-10-07,210.9199981689453,213.22000122070312,209.72000122070312,210.75,210.4524688720703,25691900
2021-10-08,211.00999450683594,212.05999755859375,207.75,208.30999755859375,208.01589965820312,15125800
2021-10-11,205.75,210.6300048828125,205.11000061035156,206.9499969482422,206.65785217285156,16338800
2021-10-12,208.27999877929688,210.57000732421875,205.27999877929688,206.7100067138672,206.4181671142578,16213400
2021-10-13,209.17999267578125,209.89999389648438,207.1300048828125,209.38999938964844,209.09437561035156,18065200
2021-10-14,212.8800048828125,217.5500030517578,211.22000122070312,217.4600067138672,217.15298461914062,24358900
2021-10-15,218.10000610351562,219.30999755859375,216.6199951171875,218.6199951171875,218.3113555908203,22699400
2021-10-18,217.49000549316406,222.91000366210938,216.44000244140625,222.22000122070312,221.9062957763672,18949400
2021-10-19,222.75999450683594,223.7899932861328,220.3699951171875,222.89999389648438,222.58531188964844,16147300
2021-10-20,223.0500030517578,224.3300018310547,219.82000732421875,221.02999877929688,220.71795654296875,14627600
2021-10-21,220.97000122070312,227.11000061035156,220.8300018310547,226.9199981689453,226.59963989257812,18759000
2021-10-22,228.22999572753906,231.3000030517578,225.61000061035156,227.25999450683594,226.93914794921875,24938400
2021-10-25,229.72999572753906,233.5500030517578,227.6999969482422,231.66000366210938,231.3329620361328,23023500
2021-10-26,239.88999938964844,252.58999633789062,239.24000549316406,247.1699981689453,246.821044921875,48589800
2021-10-27,244.74000549316406,250.89999389648438,242.82000732421875,244.50999450683594,244.164794921875,24599000
2021-10-28,248.77999877929688,249.5,245.22999572753906,249.41000366210938,249.05789184570312,23420400
2021-10-29,250.00999450683594,257.0899963378906,250.0,255.6699981689453,255.30906677246094,29250300
2021-11-01,256.489990234375,258.94000244140625,252.27000427246094,258.2699890136719,257.9053039550781,26574000
2021-11-02,258.2200012207031,266.7799987792969,258.0,264.010009765625,263.63726806640625,29411200
2021-11-03,266.70001220703125,267.8399963378906,262.3500061035156,265.9800109863281,265.6044921875,23991000
2021-11-04,272.2900085449219,313.6499938964844,271.17999267578125,298.010009765625,297.58929443359375,115363100
2021-11-05,301.8699951171875,314.0,294.1000061035156,297.5199890136719,297.0999755859375,85126000
2021-11-08,301.489990234375,311.0,299.07000732421875,308.0400085449219,307.6051330566406,50310100
2021-11-09,322.82000732421875,323.1000061035156,299.6400146484375,306.57000732421875,306.1371765136719,64674600
2021-11-10,293.55999755859375,308.5,287.7799987792969,294.5899963378906,294.1741027832031,63620600
2021-11-11,304.67999267578125,305.8999938964844,297.7699890136719,303.8999938964844,303.470947265625,33217200
2021-11-12,300.1000061035156,306.79998779296875,296.29998779296875,303.8999938964844,303.470947265625,41305400
2021-11-15,305.5199890136719,306.44000244140625,292.4700012207031,300.25,299.82611083984375,38490900
2021-11-16,297.5899963378906,303.8999938964844,297.05999755859375,302.0299987792969,301.6036071777344,26448400
2021-11-17,304.17999267578125,305.0899963378906,288.0,292.6099853515625,292.1968994140625,42850800
2021-11-18,323.6700134277344,327.6000061035156,313.2099914550781,316.75,316.3028259277344,78171100
2021-11-19,322.42999267578125,330.8800048828125,319.04998779296875,329.8500061035156,329.38433837890625,53386700
2021-11-22,335.1700134277344,346.4700012207031,319.0,319.55999755859375,319.10882568359375,75433500
2021-11-23,315.3500061035156,323.6000061035156,308.79998779296875,317.4599914550781,317.0118408203125,53216300
2021-11-24,314.6099853515625,328.54998779296875,309.2799987792969,326.739990234375,326.2787170410156,43516200
2021-11-26,326.0,327.1000061035156,313.5,315.0299987792969,314.5852355957031,28306900
2021-11-29,323.6600036621094,334.1199951171875,320.3599853515625,333.760009765625,333.288818359375,45496400
2021-11-30,331.69000244140625,333.5299987792969,318.6400146484375,326.760009765625,326.2987060546875,62206600
2021-12-01,332.19000244140625,332.8900146484375,313.79998779296875,314.3500061035156,313.9446105957031,48436800
2021-12-02,312.1400146484375,324.7799987792969,310.25,321.260009765625,320.845703125,47289000
2021-12-03,320.0,321.2900085449219,301.29998779296875,306.92999267578125,306.5342102050781,54432500
2021-12-06,298.79998779296875,302.4100036621094,280.3800048828125,300.3699951171875,299.9826354980469,65893800
2021-12-07,309.57000732421875,324.489990234375,306.510009765625,324.2699890136719,323.85186767578125,59305300
2021-12-08,319.989990234375,322.8999938964844,314.2099914550781,318.260009765625,317.8495788574219,47555100
2021-12-09,317.3399963378906,322.04998779296875,304.2799987792969,304.8999938964844,304.5068054199219,48850700
2021-12-10,311.5,313.04998779296875,298.6099853515625,301.9800109863281,301.5906066894531,48882500
2021-12-13,302.489990234375,302.94000244140625,281.1600036621094,281.6099853515625,281.2468566894531,59834400
2021-12-14,276.989990234375,286.7799987792969,272.5,283.3699951171875,283.0046081542969,66703500
2021-12-15,284.0,305.0,278.3800048828125,304.5899963378906,304.19720458984375,69829700
2021-12-16,311.5199890136719,311.6000061035156,280.92999267578125,283.8699951171875,283.5039367675781,70736600
2021-12-17,279.8500061035156,289.2200012207031,277.6000061035156,278.010009765625,277.65155029296875,71375800
2021-12-20,273.04998779296875,281.44000244140625,271.45001220703125,277.19000244140625,276.8325500488281,46184700
2021-12-21,283.739990234375,291.20001220703125,274.010009765625,290.75,290.3750915527344,52438500
2021-12-22,288.9100036621094,295.54998779296875,284.489990234375,294.0,293.6208801269531,39518400
2021-12-23,297.54998779296875,300.5899963378906,294.30999755859375,296.3999938964844,296.0177917480469,34302200
2021-12-27,296.6000061035156,310.8699951171875,296.3999938964844,309.45001220703125,309.05096435546875,40368600
2021-12-28,313.1199951171875,313.29998779296875,300.1199951171875,303.2200012207031,302.8289794921875,42059100
2021-12-29,302.7300109863281,305.4800109863281,293.6600036621094,300.010009765625,299.62310791015625,34313900
2021-12-30,298.2699890136719,304.57000732421875,295.3999938964844,295.8599853515625,295.4784851074219,30886400
2021-12-31,296.739990234375,300.29998779296875,293.30999755859375,294.1099853515625,293.730712890625,26653000
2022-01-03,298.1499938964844,307.1099853515625,297.8500061035156,301.2099914550781,300.82159423828125,39154700
2022-01-04,302.7699890136719,304.67999267578125,283.489990234375,292.8999938964844,292.5223083496094,52715400
2022-01-05,289.489990234375,294.1600036621094,275.3299865722656,276.0400085449219,275.68402099609375,49806400
2022-01-06,276.3999938964844,284.3800048828125,270.6499938964844,281.7799987792969,281.4166564941406,45418600
2022-01-07,281.4100036621094,284.2200012207031,270.57000732421875,272.4700012207031,272.11865234375,40993900
2022-01-10,265.80999755859375,274.69000244140625,256.44000244140625,274.0,273.64666748046875,59468100
2022-01-11,273.2300109863281,280.6499938964844,268.3900146484375,278.1700134277344,277.8113098144531,40408900
2022-01-12,280.6700134277344,285.95001220703125,276.0799865722656,279.989990234375,279.62896728515625,38341300
2022-01-13,283.7900085449219,284.79998779296875,264.9800109863281,265.75,265.40728759765625,54017100
2022-01-14,263.0,271.9700012207031,262.1000061035156,269.4200134277344,269.0726013183594,39583200
2022-01-18,262.6000061035156,266.3800048828125,257.70001220703125,259.0299987792969,258.6959533691406,42427000
2022-01-19,260.7900085449219,265.42999267578125,250.52000427246094,250.6699981689453,250.34677124023438,48831500
2022-01-20,253.0399932861328,255.7899932861328,240.77999877929688,241.5,241.18858337402344,43518100
2022-01-21,235.07000732421875,248.22999572753906,232.6300048828125,233.74000549316406,233.4385986328125,71895800
2022-01-24,223.3000030517578,233.8000030517578,208.8800048828125,233.72000122070312,233.41860961914062,91398200
2022-01-25,225.4600067138672,229.42999267578125,220.0,223.24000549316406,222.95213317871094,66461600
2022-01-26,232.39999389648438,240.57000732421875,223.0,227.72000122070312,227.42636108398438,75595900
2022-01-27,235.67999267578125,239.9499969482422,216.75,219.44000244140625,219.1570281982422,57335300
2022-01-28,220.1199951171875,228.5800018310547,212.9600067138672,228.39999389648438,228.10548400878906,54377400
2022-01-31,231.82000732421875,245.08999633789062,230.52000427246094,244.86000061035156,244.54425048828125,56468000
2022-02-01,251.0399932861328,251.4499969482422,238.89999389648438,246.3800048828125,246.0623016357422,51892500
2022-02-02,257.94000244140625,258.1700134277344,245.52999877929688,252.4199981689453,252.09449768066406,54341900
2022-02-03,244.5800018310547,250.77000427246094,237.8000030517578,239.47999572753906,239.17115783691406,41017800
2022-02-04,239.72000122070312,246.35000610351562,236.32000732421875,243.19000244140625,242.87640380859375,35482900
2022-02-07,243.72000122070312,251.82000732421875,242.02000427246094,247.27999877929688,246.96112060546875,37686800
2022-02-08,243.58999633789062,252.3000030517578,239.8000030517578,251.0800018310547,250.75625610351562,41035900
2022-02-09,256.2200012207031,267.25,253.52999877929688,267.04998779296875,266.70562744140625,52428200
2022-02-10,259.95001220703125,269.25,256.0,258.239990234375,257.9069519042969,51320000
2022-02-11,259.1600036621094,261.5199890136719,237.72999572753906,239.49000549316406,239.18116760253906,60547200
2022-02-14,239.33999633789062,248.75,237.5500030517578,242.6699981689453,242.35708618164062,44042400
2022-02-15,249.49000549316406,265.45001220703125,247.83999633789062,264.95001220703125,264.60833740234375,69986900
2022-02-16,262.5899963378906,265.82000732421875,255.52000427246094,265.1099853515625,264.76812744140625,73267600
2022-02-17,256.29998779296875,257.8500061035156,241.64999389648438,245.07000732421875,244.7539825439453,81059500
2022-02-18,246.67999267578125,249.86000061035156,231.0,236.4199981689453,236.11514282226562,76125500
2022-02-22,230.35000610351562,240.63999938964844,230.0,233.89999389648438,233.598388671875,63342200
2022-02-23,238.02000427246094,241.5500030517578,223.00999450683594,223.8699951171875,223.58131408691406,56651100
2022-02-24,210.14999389648438,238.0,208.89999389648438,237.47999572753906,237.1737823486328,73580100
2022-02-25,237.2100067138672,242.1699981689453,233.80999755859375,241.57000732421875,241.2584991455078,52886600
2022-02-28,239.9199981689453,246.64999389648438,237.07000732421875,243.85000610351562,243.53558349609375,47731900
2022-03-01,242.91000366210938,243.77000427246094,231.32000732421875,234.77000427246094,234.46726989746094,41205600
2022-03-02,237.55999755859375,244.08999633789062,234.14999389648438,242.1999969482422,241.9289093017578,38964200
2022-03-03,242.6199951171875,243.25999450683594,234.69000244140625,237.13999938964844,236.8745574951172,36509500
2022-03-04,233.83999633789062,236.8000030517578,224.82000732421875,229.36000061035156,229.10325622558594,43141500
2022-03-07,228.1699981689453,230.3300018310547,213.3000030517578,213.52000427246094,213.281005859375,45082100
2022-03-08,213.08999633789062,223.72999572753906,206.5,215.13999938964844,214.89918518066406,55746700
2022-03-09,223.8699951171875,232.1999969482422,222.47000122070312,230.13999938964844,229.88238525390625,49274200
2022-03-10,225.30999755859375,227.8800048828125,218.82000732421875,226.5800018310547,226.3263702392578,42806600
2022-03-11,230.22000122070312,231.4499969482422,220.4600067138672,221.0,220.75262451171875,36720900
2022-03-14,218.69000244140625,222.6199951171875,211.58999633789062,213.3000030517578,213.06124877929688,38535400
2022-03-15,215.17999267578125,230.3800048828125,213.22000122070312,229.72999572753906,229.47283935546875,49199600
2022-03-16,235.0,245.97000122070312,231.72000122070312,244.9600067138672,244.68580627441406,67142200
2022-03-17,241.1999969482422,248.4199981689453,239.05999755859375,247.66000366210938,247.38279724121094,47194100
2022-03-18,247.99000549316406,265.69000244140625,246.24000549316406,264.5299987792969,264.2339172363281,73071900
2022-03-21,265.07000732421875,271.5199890136719,259.6700134277344,267.3399963378906,267.040771484375,59172700
2022-03-22,267.2699890136719,272.3800048828125,260.7200012207031,265.239990234375,264.943115234375,54700700
2022-03-23,261.260009765625,266.1199951171875,255.75,256.3399963378906,256.05303955078125,50212000
2022-03-24,261.6600036621094,283.20001220703125,259.07000732421875,281.5,281.1849060058594,87737900
2022-03-25,278.8599853515625,283.5799865722656,272.7099914550781,276.9200134277344,276.61004638671875,57901600
2022-03-28,277.55999755859375,282.5,272.05999755859375,282.19000244140625,281.8741149902344,42549400
2022-03-29,286.95001220703125,289.4599914550781,279.79998779296875,286.55999755859375,286.2392272949219,48898400
2022-03-30,283.0400085449219,284.9599914550781,275.0299987792969,276.8999938964844,276.5900573730469,46348700
2022-03-31,277.82000732421875,282.4800109863281,272.70001220703125,272.8599853515625,272.5545654296875,52344000
2022-04-01,273.75,274.9599914550781,262.6700134277344,267.1199951171875,266.82098388671875,51723500
2022-04-04,267.2799987792969,275.5799865722656,266.1300048828125,273.6000061035156,273.2937316894531,39712000
2022-04-05,272.5400085449219,273.19000244140625,258.20001220703125,259.30999755859375,259.0197448730469,43661500
2022-04-06,249.33999633789062,253.0,240.02999877929688,244.07000732421875,243.7967987060547,70383300
2022-04-07,244.41000366210938,247.22000122070312,234.77999877929688,242.0800018310547,241.8090362548828,55799200
2022-04-08,239.1699981689453,239.22999572753906,230.6199951171875,231.19000244140625,230.9312286376953,52478100
2022-04-11,222.13999938964844,223.1999969482422,216.60000610351562,219.1699981689453,218.9246826171875,57520700
2022-04-12,225.3699951171875,227.25,212.82000732421875,215.0399932861328,214.79930114746094,66225800
2022-04-13,217.27999877929688,225.0,214.5500030517578,222.02999877929688,221.78146362304688,51694300
2022-04-14,225.0500030517578,227.77000427246094,211.6300048828125,212.5800018310547,212.342041015625,56909700
2022-04-18,212.0,220.8800048828125,210.7899932861328,217.8300018310547,217.586181640625,52570100
2022-04-19,217.1999969482422,223.72999572753906,213.13999938964844,221.97999572753906,221.7315216064453,51278100
2022-04-20,225.1699981689453,226.6999969482422,212.0,214.82000732421875,214.5795440673828,46897400
2022-04-21,217.08999633789062,223.9199981689453,200.0,201.8300018310547,201.6040802001953,65620900
2022-04-22,203.02999877929688,204.86000061035156,195.0,195.14999389648438,194.93154907226562,62471300
2022-04-25,192.02000427246094,199.4499969482422,190.9600067138672,199.02000427246094,198.79722595214844,64156600
2022-04-26,197.17999267578125,197.8800048828125,186.6999969482422,187.8800048828125,187.66969299316406,65314300
2022-04-27,185.97999572753906,191.6699981689453,182.89999389648438,184.14999389648438,183.94386291503906,49946000
2022-04-28,189.6699981689453,200.3699951171875,184.89999389648438,197.82000732421875,197.5985870361328,57032700
2022-04-29,194.02000427246094,201.27999877929688,185.1699981689453,185.47000122070312,185.26239013671875,50043500
2022-05-02,185.41000366210938,195.74000549316406,183.91000366210938,195.3300018310547,195.11134338378906,57204900
2022-05-03,194.0,198.25,191.3300018310547,196.02000427246094,195.8005828857422,47575100
2022-05-04,199.22999572753906,204.0,187.50999450683594,203.33999633789062,203.11239624023438,64885500
2022-05-05,198.6699981689453,199.25,185.0,188.44000244140625,188.2290802001953,62633100
2022-05-06,187.36000061035156,195.1199951171875,179.89999389648438,186.75,186.54095458984375,63329700
2022-05-09,180.33999633789062,182.5500030517578,168.27000427246094,169.5,169.3102569580078,64445500
2022-05-10,176.88999938964844,181.97999572753906,170.25,175.9499969482422,175.75306701660156,76147400
2022-05-11,173.47000122070312,177.52999877929688,165.67999267578125,166.3000030517578,166.11386108398438,67016700
2022-05-12,162.19000244140625,167.8800048828125,155.6699981689453,161.75,161.56895446777344,70872800
2022-05-13,167.8800048828125,179.27999877929688,165.92999267578125,177.05999755859375,176.86180114746094,67043700
2022-05-16,175.08999633789062,177.8800048828125,171.05999755859375,172.63999938964844,172.44676208496094,52144600
2022-05-17,180.74000549316406,183.7100067138672,176.33999633789062,181.77000427246094,181.5665283203125,58583000
2022-05-18,177.0500030517578,181.17999267578125,168.63999938964844,169.3800048828125,169.19039916992188,54516100
2022-05-19,169.3699951171875,176.8699951171875,167.33999633789062,171.24000549316406,171.04832458496094,62131000
2022-05-20,173.32000732421875,174.10000610351562,157.5500030517578,166.94000244140625,166.75314331054688,73910500
2022-05-23,162.74000549316406,169.14999389648438,161.7899932861328,168.97999572753906,168.79083251953125,63988900
2022-05-24,165.10000610351562,165.97000122070312,157.8000030517578,161.5399932861328,161.3591766357422,58855000
2022-05-25,160.1999969482422,171.11000061035156,160.0,169.75,169.55999755859375,78113200
2022-05-26,160.36000061035156,180.9199981689453,160.22000122070312,178.50999450683594,178.3101806640625,99657500
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,187.89942932128906,73837900
2022-05-31,189.8000030517578,192.0,183.5,186.72000122070312,186.51101684570312,66410000
2022-06-01,187.24000549316406,190.52999877929688,181.22000122070312,183.1999969482422,182.99496459960938,54451400
2022-06-02,182.9199981689453,196.19000244140625,181.97999572753906,195.9199981689453,195.70068359375,64865600
2022-06-03,190.82000732421875,193.32000732421875,185.22000122070312,187.1999969482422,186.99046325683594,59877900
2022-06-06,191.38999938964844,193.3699951171875,185.63999938964844,187.86000061035156,187.6497039794922,42240600
2022-06-07,184.72000122070312,190.0,181.8800048828125,189.25999450683594,189.04815673828125,38891400
2022-06-08,187.99000549316406,191.8000030517578,185.35000610351562,186.47999572753906,186.31063842773438,36325200
2022-06-09,184.80999755859375,189.3300018310547,180.41000366210938,180.47999572753906,180.31607055664062,39557400
2022-06-10,176.0,176.97000122070312,168.69000244140625,169.74000549316406,169.58584594726562,46524800
2022-06-13,160.0,163.1199951171875,156.05999755859375,156.47000122070312,156.32791137695312,60415300
2022-06-14,157.30999755859375,160.66000366210938,154.1199951171875,158.36000061035156,158.2161865234375,46968000
2022-06-15,160.9499969482422,168.67999267578125,159.25999450683594,165.27000427246094,165.11988830566406,56393600
2022-06-16,158.60000610351562,159.4199981689453,154.00999450683594,156.00999450683594,155.86830139160156,54574900
2022-06-17,156.47999572753906,159.9499969482422,153.27999877929688,158.8000030517578,158.65577697753906,63033400
2022-06-21,164.75,170.0800018310547,164.07000732421875,165.66000366210938,165.5095672607422,48308900
2022-06-22,162.25999450683594,166.6199951171875,161.8000030517578,163.60000610351562,163.45143127441406,43713500
2022-06-23,165.19000244140625,165.85000610351562,158.52999877929688,162.25,162.1026611328125,46368000
2022-06-24,165.0,171.39999389648438,163.10000610351562,171.25999450683594,171.10447692871094,47215300
2022-06-27,173.1199951171875,173.3000030517578,166.25999450683594,168.69000244140625,168.53680419921875,42796800
2022-06-28,169.0,172.02000427246094,159.4499969482422,159.82000732421875,159.6748504638672,46114900
2022-06-29,158.13999938964844,158.1999969482422,151.6999969482422,155.4199981689453,155.27883911132812,48235200
2022-06-30,153.61000061035156,155.6699981689453,148.6199951171875,151.58999633789062,151.45233154296875,68607000
2022-07-01,148.99000549316406,150.6300048828125,143.9199981689453,145.22999572753906,145.09808349609375,57761000
2022-07-05,141.75,149.7100067138672,140.5500030517578,149.63999938964844,149.50408935546875,65139700
2022-07-06,150.10000610351562,153.19000244140625,147.88999938964844,151.3000030517578,151.16259765625,52906600
2022-07-07,154.55999755859375,159.4499969482422,153.88999938964844,158.5800018310547,158.4359893798828,49290300
2022-07-08,154.3000030517578,160.3699951171875,153.88999938964844,158.3800048828125,158.2361602783203,46797200
2022-07-11,155.25999450683594,155.27000427246094,150.3800048828125,151.52000427246094,151.3824005126953,43732100
2022-07-12,152.67999267578125,154.30999755859375,148.77000427246094,150.82000732421875,150.6830291748047,45848300
2022-07-13,145.89999389648438,153.75,144.64999389648438,151.63999938964844,151.50230407714844,52191800
2022-07-14,151.0800018310547,154.72999572753906,147.27999877929688,153.72000122070312,153.58041381835938,45623500
2022-07-15,156.58999633789062,157.82000732421875,154.4499969482422,157.6199951171875,157.47683715820312,38593500
2022-07-18,163.02000427246094,168.97000122070312,160.02000427246094,161.00999450683594,160.86375427246094,67051700
2022-07-19,164.86000061035156,171.10000610351562,161.72000122070312,169.9199981689453,169.76568603515625,70236600
2022-07-20,169.47000122070312,179.3300018310547,168.00999450683594,178.07000732421875,177.9082794189453,76053800
2022-07-21,178.85000610351562,181.44000244140625,175.4499969482422,180.5,180.33607482910156,55704900
2022-07-22,178.92999267578125,179.6699981689453,171.3699951171875,173.19000244140625,173.03271484375,53667100
2022-07-25,170.19000244140625,171.24000549316406,166.49000549316406,170.24000549316406,170.0854034423828,48074800
2022-07-26,168.88999938964844,169.19000244140625,164.77999877929688,165.3300018310547,165.1798553466797,39786500
2022-07-27,170.32000732421875,179.36000061035156,169.1300048828125,177.89999389648438,177.73843383789062,56977600
2022-07-28,179.75,181.39999389648438,174.39999389648438,179.83999633789062,179.67666625976562,47464600
2022-07-29,178.1300048828125,182.44000244140625,176.9199981689453,181.6300048828125,181.4650421142578,43546000
2022-08-01,181.82000732421875,188.4600067138672,179.89999389648438,184.41000366210938,184.2425079345703,47646900
2022-08-02,181.22000122070312,189.3800048828125,180.9199981689453,185.25999450683594,185.09173583984375,48952700
2022-08-03,181.83999633789062,189.67999267578125,181.3699951171875,188.92999267578125,188.7584228515625,41814600
2022-08-04,188.49000549316406,192.74000549316406,187.60000610351562,192.14999389648438,191.97547912597656,40965200
2022-08-05,188.10000610351562,192.2899932861328,186.66000366210938,189.88999938964844,189.71751403808594,38606800
2022-08-08,175.02000427246094,182.38999938964844,172.4199981689453,177.92999267578125,177.76840209960938,98185900
2022-08-09,172.52000427246094,174.47000122070312,167.24000549316406,170.86000061035156,170.70481872558594,66826300
2022-08-10,176.97999572753906,181.17999267578125,173.1699981689453,180.97000122070312,180.8056640625,59742200
2022-08-11,181.30999755859375,187.07000732421875,178.75999450683594,179.4199981689453,179.25704956054688,50932700
2022-08-12,181.60000610351562,187.17999267578125,179.52999877929688,187.08999633789062,186.9200897216797,47809400
2022-08-15,187.00999450683594,191.63999938964844,186.1300048828125,190.32000732421875,190.14715576171875,45766600
2022-08-16,189.1999969482422,191.4199981689453,185.00999450683594,188.7899932861328,188.61854553222656,45124000
2022-08-17,185.22999572753906,186.8800048828125,181.4499969482422,183.35000610351562,183.18350219726562,44679900
2022-08-18,183.00999450683594,188.64999389648438,181.8300018310547,187.72999572753906,187.55950927734375,41544700
2022-08-19,184.05999755859375,185.1999969482422,177.6999969482422,178.49000549316406,178.32791137695312,44158800
2022-08-22,174.89999389648438,175.5800018310547,169.66000366210938,170.33999633789062,170.185302734375,40959300
2022-08-23,169.88999938964844,174.64999389648438,169.6999969482422,171.80999755859375,171.65396118164062,36998600
2022-08-24,170.1199951171875,174.05999755859375,168.9499969482422,172.22000122070312,172.0635986328125,52266100
2022-08-25,168.44000244140625,179.47000122070312,168.3300018310547,179.1300048828125,178.96731567382812,77069100
2022-08-26,178.57000732421875,179.24000549316406,162.3699951171875,162.60000610351562,162.45233154296875,76912700
2022-08-29,160.1999969482422,163.3800048828125,157.6699981689453,158.00999450683594,157.86648559570312,49613200
